gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
EGFL8,1211.9934365318077,3.077802968037074,0.16027897775959465,19.202786360751105,3.5076108322543304e-82,3.63732181001085e-80
ABCB6,6097.483591415858,1.9077544831372972,0.09943931364013692,19.18511314389509,4.928673108904588e-82,5.076861880378986e-80
NMU,10414.544671438149,-2.1387388280180213,0.11148575412590517,-19.183965205120835,5.0387195777865524e-82,5.1558447812172205e-80
LOC100996724,816.3054712989955,-4.009271714116744,0.20984308682640695,-19.106046211726866,2.248750010699073e-81,2.285883974691538e-79
TMEM173,2227.8459171984646,-2.837388813246344,0.14854554908379847,-19.101136525105158,2.470505466015684e-81,2.4948875787848584e-79
C1RL-AS1,1199.2230015376538,2.652778734811718,0.13909464457691523,19.07175321437203,4.335239514729076e-81,4.349596476758373e-79
KANK2,5342.193908043761,1.6845105797704438,0.0884400234688934,19.046925969698876,6.967547524747039e-81,6.945521084184936e-79
FAM122C,2104.386694000878,2.157119635165121,0.11334262636282054,19.03184798506412,9.291746303045077e-81,9.202998213355736e-79
SLC36A1,3681.122103415812,2.5129706322465823,0.1330775765982013,18.883501612250942,1.558994154544488e-79,1.5342687058513937e-77
ASIC4,2540.299602061206,2.2751220747423755,0.12081806872758308,18.830975355782684,4.209361635611441e-79,4.116382698217239e-77
CYP3A5,2977.9725741132024,3.564458236601295,0.18998861937538297,18.761430281034748,1.561408885309502e-78,1.5173162696174288e-76
UBA7,1004.855744179615,2.302219736706646,0.1227313221037481,18.75820855869635,1.6589721891691566e-78,1.6020487059282898e-76
CITED4,861.1114155594805,2.8191749233761376,0.15039066686634597,18.745677388887255,2.0998093208544494e-78,2.015164833324354e-76
GLIPR2,870.5468616549082,2.5716359823372623,0.13754213806875482,18.69707726261859,5.229361610245821e-78,4.987584335796801e-76
SERINC2,854.2246275220023,2.404253721384025,0.12868279718402284,18.6835674542093,6.73629873614553e-78,6.385432624060404e-76
FLNB,7304.617908794452,-1.755130997517631,0.09408741437320042,-18.654259012325003,1.1660748911252695e-77,1.0985989721205207e-75
SLC12A7,2963.9710953854024,3.2427238771174047,0.1738462532712427,18.652825793478343,1.1977614084976506e-77,1.121612819557406e-75
CELF2,1588.0463354995254,-2.735459002046125,0.14688851826707708,-18.622687697566885,2.1038493456652637e-77,1.9582274843297582e-75
SAP30L-AS1,421.4107118005973,2.7248359221509877,0.14655393821523507,18.592717161576257,3.6805160909527626e-77,3.4052487497791103e-75
SLC25A39,32436.667294945506,2.5690725464229773,0.1387837480129102,18.511335680197885,1.6730040210339268e-76,1.5386657814878098e-74
GPI,13241.92211411414,-1.7718006177302,0.09590659306217343,-18.47423165768795,3.32933414366924e-76,3.0438782162031614e-74
IL23A,398.5795006377335,-3.4242183601015093,0.1854324718444286,-18.466120448280005,3.869109615310276e-76,3.516565450950534e-74
LCP1,8923.052536134188,-2.3841281999792447,0.12920789097373986,-18.451877683413265,5.036436134180267e-76,4.550758754925106e-74
AGRN,31557.75412878375,1.8575411248037867,0.10081309304792865,18.42559402398925,8.188685329423969e-76,7.356010292147078e-74
GATS,1752.36676915583,2.083816688535356,0.11328309020730885,18.39477264190054,1.4466636556307995e-75,1.2920462510492187e-73
BEST3,245.60015416462298,5.694228501102168,0.30960017676463003,18.39220041993432,1.5169642557168186e-75,1.3470468227057796e-73
ITPR1,1593.285202662124,-1.7110951337806393,0.09330652450868909,-18.338429630623473,4.084255092320844e-75,3.606047167511392e-73
PIK3R2,6616.283702022825,1.6467220147184982,0.09005441861475064,18.285854709285417,1.0726882390974817e-74,9.41710567175863e-73
MICALL1,1824.3612267013525,-2.1080446138253985,0.11618916857380475,-18.143211107379113,1.452889295354641e-73,1.2682820622895232e-71
PLAU,350.89240209903716,-4.0476162800200255,0.2231098493315096,-18.141809033297502,1.4904351927531975e-73,1.2937479866982953e-71
GSTM2,1254.9498148315204,2.2166202694099315,0.12241597255710812,18.107279819027365,2.7920835615626508e-73,2.410082855290755e-71
PLXNA3,5656.876203014942,1.6159480715832517,0.08940980358441004,18.073499849014507,5.15381381434593e-73,4.4239765136366094e-71
LOC284561,312.5089701569663,-4.012738373748522,0.2222834838764161,-18.052346057251384,7.560976462095952e-73,6.454400404190307e-71
SLC38A2,9614.208536143131,-1.5881784522547273,0.08827308012907702,-17.991651021267398,2.265076442322616e-72,1.9229503357322383e-70
EHBP1L1,19062.714798728746,1.8079562291053364,0.1005048111800874,17.988753054476053,2.3866808171170673e-72,2.0151150440041425e-70
MAGI1,844.4930348746539,-2.9775911448996193,0.16565581125779402,-17.97456498683215,3.082721587364589e-72,2.5886484373027317e-70
SORT1,8937.300627034823,-1.5482842735327438,0.08622185843586032,-17.956980997857972,4.2320883452859334e-72,3.534594433676376e-70
CYFIP2,620.9486626712805,-3.7514861038808722,0.2090389820412116,-17.946346979154704,5.125267144784126e-72,4.2575539061322326e-70
CTSE,355.12265362743324,6.603316095088407,0.3693472575206518,17.87834066892777,1.7393705303839248e-71,1.437166527538076e-69
CPZ,390.45781889079507,-5.318062524511454,0.29754075702946026,-17.873391792119758,1.900779155625278e-71,1.5621775922109665e-69
TAL1,25712.81033518021,1.9176416505750453,0.10735238341462128,17.863056129537824,2.2876353549846076e-71,1.8701721624268343e-69
DDX21,15548.262607831302,-2.0952121601865126,0.11741808527492524,-17.844032759355066,3.216237549328896e-71,2.6154782302463566e-69
RAB11FIP1,6584.313086257732,-1.637955838742625,0.09214266357631504,-17.77630225965875,1.0786367480625047e-70,8.725663033672124e-69
YARS,18071.252862984056,-1.6007959183158316,0.09022767258699702,-17.741740116064207,1.9965522898216734e-70,1.606704657814306e-68
ANKRD9,5194.610418448433,1.888601787274901,0.10647264362811457,17.737906404121702,2.137519331567754e-70,1.7112337405208998e-68
IGFBP4,2401.775061357304,-2.7243607644319794,0.15382286113365665,-17.711026464816456,3.4472802535551365e-70,2.745563257612393e-68
LPPR3,2627.1317072808674,-2.0241131987374654,0.11431245077040025,-17.70684807381965,3.712906223985057e-70,2.9419545675278524e-68
DPF3,535.0323423924079,2.8647731276348303,0.1618469194720855,17.700510686142106,4.1552214316838775e-70,3.2756288949463053e-68
SLC35F2,1119.381716392685,-2.4897875958287137,0.14083991041919078,-17.678139587125557,6.180208901024577e-70,4.847228818768057e-68
GATA2,5550.324793751344,-1.8753698203358762,0.10626124534985917,-17.64867157505379,1.0417793988651533e-69,8.129562369629031e-68
LGR4,4196.682678217457,2.109651141477493,0.11983033390846431,17.605318058188907,2.2424440009501154e-69,1.7411056411397102e-67
SGPL1,1046.0435578388356,-1.9381888693925746,0.11048050465123946,-17.543265895743087,6.696583781894369e-69,5.173445800702495e-67
TDH,488.18709577615624,3.138709907652906,0.17891739258473618,17.542788111929347,6.753131668612453e-69,5.191175990633384e-67
PPP1R14C,3152.885837718917,1.7669583757503589,0.10078911223716022,17.53124257700222,8.274137699997989e-69,6.328896118944006e-67
HMHA1,7349.005826350966,2.836517955430659,0.16187814802537878,17.52255007875404,9.640567733089597e-69,7.337754287880165e-67
MICALL2,6418.190792407324,1.5647396269346483,0.08934503669869849,17.513447693927045,1.131299242127844e-68,8.537322879442215e-67
PSPH,1583.6335978618602,-1.8941515634419903,0.10815456050346359,-17.513376732563497,1.1327106273287515e-68,8.537322879442215e-67
FCHO1,1818.9538408275766,-1.821073608807226,0.10428540404485154,-17.462401622608763,2.7703031200601308e-68,2.0778618207790817e-66
TNFAIP3,867.2582701289297,-2.289037703334674,0.13126685398367097,-17.4380480210139,4.243206153356213e-68,3.1672356654834227e-66
MFI2,2892.9810769088194,1.8972592563928323,0.10883040013130546,17.43317358112955,4.62088269686662e-68,3.4325605071772185e-66
MANF,873.6513044958375,-2.4656108919009183,0.14166943969656737,-17.403971507064977,7.697609376213777e-68,5.690706338367419e-66
TRIM6,1072.1595644106112,-3.230001392292752,0.18616254120484657,-17.35043672796975,1.9575039680397054e-67,1.4402568481038803e-65
ALAD,4331.2595431166965,2.1297974230890415,0.12289742185050356,17.32987878036853,2.799178668282294e-67,2.049768227660176e-65
NOS3,2339.0548046473573,-1.943208963012053,0.1121568462464092,-17.325816729393516,3.0040023897688135e-67,2.1893792888829216e-65
CSF3R,258.16252230534815,-5.051625871375069,0.29172440131037064,-17.316432388528774,3.536123601910524e-67,2.5620118802696377e-65
SPRED1,733.053090984492,-2.225418539029388,0.12851632619264075,-17.31623214698478,3.5484469767503884e-67,2.5620118802696377e-65
